GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC05_EST_VC01,HC05_MOE_VC01,HC06_EST_VC01,HC06_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC05_EST_VC02,HC05_MOE_VC02,HC06_EST_VC02,HC06_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC05_EST_VC03,HC05_MOE_VC03,HC06_EST_VC03,HC06_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC05_EST_VC04,HC05_MOE_VC04,HC06_EST_VC04,HC06_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC05_EST_VC05,HC05_MOE_VC05,HC06_EST_VC05,HC06_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC05_EST_VC06,HC05_MOE_VC06,HC06_EST_VC06,HC06_MOE_VC06,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC05_EST_VC09,HC05_MOE_VC09,HC06_EST_VC09,HC06_MOE_VC09
0400000US32,32,Nevada,1424856,10598,76.8,0.6,2.8,0.2,3.5,0.3,11.5,0.4,5.4,0.3,412074,9678,59.7,1.4,5.1,0.5,6.7,0.7,22.0,1.1,6.6,0.7,381131,9623,83.5,1.2,1.1,0.3,1.9,0.5,8.6,0.7,4.9,0.6,352604,9965,83.2,1.2,2.7,0.5,2.9,0.5,7.0,0.6,4.2,0.6,126779,6247,84.0,1.7,2.4,0.7,1.4,0.6,6.5,1.1,5.8,1.0,152268,6531,85.9,1.5,1.2,0.5,1.9,0.6,4.9,0.9,6.1,1.2,12.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US33,33,New Hampshire,728045,7121,65.6,0.8,3.2,0.3,11.2,0.5,13.3,0.7,6.7,0.6,303298,7154,54.3,1.4,3.8,0.5,17.7,1.0,18.7,1.1,5.6,0.9,115392,5709,64.8,2.1,1.8,0.6,11.6,1.5,13.6,1.4,8.1,1.3,166117,6117,76.0,1.6,3.0,0.6,7.7,1.0,8.6,1.0,4.7,0.8,63082,4021,65.5,3.6,5.2,1.6,1.8,0.9,9.7,2.3,17.8,2.6,80156,4897,88.2,1.7,1.5,0.6,1.1,0.5,4.8,1.2,4.3,1.2,9.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US34,34,New Jersey,4493519,20800,71.6,0.3,3.7,0.1,6.8,0.2,13.3,0.3,4.6,0.2,1928123,19112,62.7,0.6,4.7,0.3,10.7,0.4,17.5,0.4,4.3,0.2,729246,14546,70.8,0.9,2.5,0.3,4.9,0.4,16.0,0.8,5.8,0.5,1042281,14718,80.0,0.7,3.1,0.3,4.5,0.3,9.0,0.5,3.4,0.3,316488,9956,77.7,1.4,5.2,0.7,1.4,0.3,7.0,0.8,8.6,0.9,477381,12407,85.9,0.9,2.1,0.3,2.3,0.4,5.6,0.6,4.2,0.5,13.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US35,35,New Mexico,870092,11980,59.8,0.9,3.3,0.3,7.9,0.5,22.5,0.8,6.5,0.5,325617,9793,42.1,1.4,4.6,0.6,12.7,0.8,34.7,1.4,5.8,0.6,181214,7688,64.8,2.3,2.0,0.5,6.1,1.1,19.2,1.9,7.9,1.0,200966,7916,71.6,1.8,2.7,0.6,5.6,0.9,15.5,1.4,4.6,1.0,89857,5357,75.5,2.6,3.1,1.1,2.8,1.0,11.1,1.7,7.5,1.5,72438,4875,75.3,3.5,2.5,1.0,3.0,1.1,9.5,1.8,9.7,2.6,10.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US36,36,New York,9634437,31037,64.7,0.3,3.9,0.1,10.3,0.2,15.2,0.2,6.1,0.2,3942015,27382,53.3,0.4,5.1,0.2,16.3,0.3,19.5,0.3,5.8,0.2,1944821,22995,66.4,0.7,2.0,0.2,8.2,0.4,16.1,0.5,7.3,0.4,2165287,21952,76.3,0.5,3.3,0.2,6.4,0.3,10.3,0.3,3.7,0.2,695144,16179,71.7,1.1,5.2,0.5,2.9,0.3,9.6,0.6,10.6,0.7,887170,16555,77.3,0.7,2.8,0.3,3.2,0.3,10.0,0.6,6.8,0.4,16.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US37,37,North Carolina,4783062,24982,69.5,0.4,3.7,0.2,6.9,0.2,13.9,0.3,6.0,0.2,1796739,22026,56.7,0.7,4.7,0.3,11.9,0.4,21.9,0.5,4.7,0.3,835281,17740,67.2,1.1,2.6,0.3,6.0,0.5,14.8,0.8,9.3,0.7,1067552,15115,79.6,0.7,3.5,0.3,4.7,0.3,8.3,0.5,4.0,0.3,444126,9812,74.8,1.2,4.5,0.5,1.2,0.3,6.1,0.7,13.4,1.0,639364,14017,88.0,0.9,1.9,0.3,1.6,0.3,5.1,0.6,3.4,0.4,12.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US38,38,North Dakota,406875,4621,62.6,1.1,4.1,0.4,10.5,0.9,15.3,0.8,7.5,0.6,151695,5530,45.0,1.9,5.8,0.9,16.2,1.6,22.7,1.5,10.3,1.1,71300,3964,58.6,3.0,2.8,0.9,13.3,2.0,16.8,2.2,8.7,1.6,89104,4940,76.1,2.3,3.0,0.7,6.9,1.5,11.5,1.4,2.4,0.6,48043,3221,78.2,2.9,3.7,1.1,1.7,0.9,6.2,1.4,10.2,2.1,46733,2989,83.8,2.1,2.9,1.0,3.9,1.2,5.6,1.5,3.9,1.3,9.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US39,39,Ohio,5582008,22592,71.0,0.3,2.8,0.1,9.4,0.2,11.8,0.2,5.0,0.1,2048253,18929,56.8,0.5,3.8,0.2,16.9,0.4,18.0,0.4,4.5,0.2,969011,15029,70.4,0.9,1.5,0.2,7.7,0.5,13.3,0.6,7.2,0.4,1260659,16528,79.7,0.5,2.5,0.2,6.2,0.3,8.2,0.3,3.4,0.3,414238,9666,75.9,1.1,4.3,0.5,2.0,0.3,5.6,0.6,12.1,0.8,889847,16320,89.6,0.6,1.2,0.2,2.3,0.2,4.2,0.4,2.7,0.3,10.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US40,40,Oklahoma,1758402,13181,66.1,0.5,3.7,0.2,6.8,0.3,16.7,0.4,6.6,0.3,617100,8951,51.5,1.0,5.3,0.4,11.3,0.6,26.1,0.9,5.8,0.4,313672,6265,64.4,1.1,2.2,0.4,6.9,0.7,17.2,1.0,9.3,0.7,403265,8220,75.7,1.0,3.3,0.4,5.3,0.5,11.2,0.6,4.5,0.4,196901,5140,72.7,1.4,3.7,0.6,1.6,0.4,9.9,0.9,12.1,1.1,227464,7359,85.5,1.0,2.2,0.4,2.0,0.4,5.8,0.7,4.5,0.6,12.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US41,41,Oregon,1992899,15346,65.5,0.6,4.3,0.2,9.7,0.4,12.9,0.4,7.5,0.3,774911,14783,50.5,0.9,6.0,0.4,16.2,0.8,19.5,0.7,7.9,0.5,354309,9764,66.3,1.3,2.3,0.4,8.1,0.9,13.7,1.1,9.6,0.9,442502,10869,74.6,1.1,4.0,0.5,6.8,0.6,8.7,0.6,5.7,0.6,184975,8503,77.0,1.9,5.0,0.8,1.5,0.5,4.7,0.8,11.8,1.5,236202,7798,87.6,1.3,2.0,0.5,2.6,0.6,4.2,0.7,3.5,0.6,11.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US42,42,Pennsylvania,6173143,22722,69.6,0.3,3.1,0.1,11.8,0.2,10.2,0.2,5.3,0.1,2384092,18693,57.0,0.6,4.1,0.2,20.0,0.4,13.8,0.4,5.1,0.2,1059494,16288,69.1,0.7,1.8,0.2,10.8,0.5,12.1,0.5,6.2,0.4,1402988,17654,78.4,0.5,3.0,0.2,6.8,0.4,8.3,0.4,3.6,0.3,500604,10166,75.2,0.9,4.2,0.4,2.3,0.3,5.7,0.5,12.6,0.7,825965,14178,88.1,0.6,1.6,0.2,3.2,0.3,3.7,0.3,3.4,0.4,12.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US44,44,Rhode Island,537914,6855,67.8,1.1,3.1,0.5,11.0,0.7,12.6,0.8,5.5,0.5,206707,5207,54.4,1.9,3.5,0.7,18.8,1.4,19.2,1.5,4.1,0.8,106313,5707,70.2,2.3,2.2,0.8,8.3,1.5,10.9,1.7,8.5,1.8,124932,6251,78.8,1.9,2.1,0.8,7.1,1.3,8.2,1.2,3.7,0.8,39610,3515,69.0,3.9,7.5,2.5,2.6,1.9,6.2,2.4,14.8,3.1,60352,4343,86.4,2.4,2.0,0.9,3.1,1.3,6.0,1.7,2.5,1.3,12.8,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US45,45,South Carolina,2272475,16852,70.4,0.6,3.3,0.2,6.2,0.3,14.3,0.4,5.8,0.3,771984,12083,54.5,1.0,4.8,0.4,11.9,0.6,23.8,0.8,5.0,0.5,418114,13410,70.2,1.5,2.1,0.4,4.3,0.6,14.2,1.0,9.2,0.9,537711,11102,79.1,1.0,3.4,0.4,4.3,0.5,9.3,0.7,3.9,0.4,210011,7853,76.2,1.8,3.4,0.7,1.2,0.4,7.4,1.2,11.8,1.4,334655,10408,89.4,1.0,1.4,0.4,1.8,0.5,4.4,0.5,2.9,0.6,12.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US46,46,South Dakota,442470,5157,63.1,1.1,3.7,0.4,11.1,0.7,14.3,0.8,7.9,0.6,154845,5031,42.6,1.7,5.1,0.8,20.0,1.4,22.0,1.5,10.4,1.0,79326,4084,65.2,3.0,2.1,0.8,10.2,1.5,15.3,1.9,7.2,1.5,104042,4494,75.0,2.0,3.6,0.8,6.9,1.3,9.8,1.3,4.7,1.0,49147,2979,72.8,2.2,3.3,1.0,2.6,1.3,9.5,2.1,11.8,1.9,55110,3129,86.3,2.1,2.1,0.7,3.1,1.1,4.2,1.2,4.3,1.2,9.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US47,47,Tennessee,3130088,18518,70.6,0.4,2.4,0.1,6.9,0.3,12.8,0.3,7.2,0.2,1091409,18782,56.1,0.7,3.4,0.3,13.5,0.6,20.1,0.5,6.8,0.4,538913,12214,70.6,1.2,1.5,0.3,4.9,0.6,13.8,0.9,9.2,0.6,737933,12726,79.3,0.8,2.4,0.3,4.7,0.4,8.9,0.6,4.7,0.5,274219,9460,71.4,1.7,2.9,0.6,1.3,0.3,7.4,1.0,17.1,1.4,487614,13346,89.4,0.8,1.0,0.2,1.2,0.2,4.6,0.5,3.8,0.6,11.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US48,48,Texas,13201891,38871,71.9,0.3,2.9,0.1,5.5,0.1,12.8,0.2,7.0,0.1,4804158,36895,60.6,0.5,4.1,0.2,9.7,0.2,20.0,0.3,5.7,0.2,2298487,31411,69.5,0.7,1.8,0.2,3.9,0.2,14.6,0.5,10.2,0.4,3111652,35917,81.2,0.4,2.8,0.2,3.8,0.2,7.7,0.3,4.6,0.2,1428606,25714,78.0,0.7,2.6,0.2,1.3,0.2,4.9,0.3,13.1,0.6,1558988,26872,86.1,0.5,1.6,0.2,1.9,0.2,5.1,0.4,5.3,0.3,12.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US49,49,Utah,1505003,8816,69.2,0.6,4.7,0.3,7.2,0.4,14.2,0.5,4.7,0.3,588184,10194,55.8,1.0,6.3,0.5,12.2,0.8,21.0,0.9,4.6,0.4,229666,6667,67.7,1.6,3.5,0.6,6.0,0.9,15.8,1.2,6.9,0.8,364550,8959,78.2,1.0,4.0,0.5,4.6,0.5,9.3,0.7,3.9,0.5,137033,6388,80.3,1.5,5.2,0.8,1.1,0.4,6.7,1.0,6.7,1.2,185570,6402,87.3,1.2,1.8,0.4,2.1,0.5,5.9,0.9,2.8,0.7,9.9,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US50,50,Vermont,326155,4032,57.3,1.2,4.8,0.7,15.4,1.0,13.8,0.8,8.8,0.6,133904,5146,39.8,1.9,6.1,1.0,25.6,1.7,20.5,1.5,8.0,1.0,56650,4012,60.2,3.5,3.7,1.5,12.1,2.2,11.9,2.0,12.2,1.9,67222,3212,69.8,2.5,3.7,1.0,10.8,1.7,11.9,1.9,3.9,0.9,34182,2564,64.9,3.8,6.7,1.6,3.1,1.6,5.0,1.3,20.3,2.7,34197,2655,88.7,2.4,1.9,1.1,2.3,0.9,3.1,1.4,4.0,1.4,7.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US51,51,Virginia,4164930,19608,63.3,0.5,3.4,0.2,8.3,0.2,19.9,0.3,5.0,0.2,1835015,19592,50.7,0.6,4.3,0.3,12.8,0.4,28.3,0.5,3.9,0.2,710320,15135,65.4,1.1,2.1,0.3,6.0,0.6,18.5,0.7,8.0,0.6,886444,13624,75.0,0.9,2.9,0.3,5.8,0.4,13.0,0.6,3.4,0.3,340821,10363,75.8,1.4,4.0,0.6,2.0,0.4,8.1,0.8,10.1,1.1,392330,10912,81.2,1.1,2.2,0.4,2.6,0.5,9.5,0.8,4.5,0.7,12.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US53,53,Washington,3599753,15471,66.4,0.5,4.0,0.2,8.3,0.2,15.5,0.4,5.9,0.2,1490699,16812,54.6,0.7,5.1,0.3,13.3,0.4,21.1,0.6,5.8,0.3,594638,12912,66.2,1.0,2.4,0.4,6.8,0.5,16.4,0.8,8.3,0.7,769751,14929,74.9,0.8,3.8,0.4,6.1,0.5,10.5,0.6,4.6,0.4,340644,10667,78.4,1.2,4.9,0.6,1.1,0.3,8.6,0.9,7.0,0.7,404021,10467,83.6,0.9,2.0,0.4,2.0,0.4,8.4,0.7,4.0,0.5,10.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US54,54,West Virginia,725200,10323,67.2,1.1,2.1,0.3,7.6,0.5,18.4,0.9,4.7,0.4,240792,7941,49.0,1.7,3.1,0.6,13.5,1.2,29.6,1.7,4.7,0.7,141751,5862,67.7,2.1,1.6,0.5,6.4,1.1,17.9,1.6,6.5,1.3,168862,6224,76.6,1.7,2.0,0.5,5.2,0.9,13.3,1.4,2.9,0.7,79635,4049,78.9,2.4,2.3,0.8,2.2,0.9,7.8,1.5,8.8,1.5,94160,4941,85.8,1.9,0.7,0.4,3.3,1.1,8.3,1.6,1.9,0.6,8.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US55,55,Wisconsin,2979203,11574,70.4,0.4,3.0,0.1,9.2,0.2,12.2,0.3,5.2,0.2,1097158,12913,55.3,0.6,4.0,0.2,16.2,0.5,18.9,0.5,5.5,0.3,491268,10073,68.5,1.0,1.7,0.2,8.3,0.6,14.9,0.8,6.7,0.5,658216,12354,79.4,0.8,2.9,0.3,6.3,0.4,8.4,0.5,2.9,0.3,253186,5919,76.1,1.2,4.5,0.4,2.0,0.4,5.3,0.5,12.2,1.0,479375,8985,91.3,0.5,1.2,0.2,1.9,0.3,2.9,0.3,2.7,0.3,9.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US56,56,Wyoming,282202,4728,60.4,1.4,4.6,0.8,7.2,0.8,20.7,1.3,7.1,0.8,97444,4320,36.2,2.5,6.6,1.3,13.3,1.7,35.9,3.2,8.1,1.5,51266,3918,62.0,3.6,2.4,1.5,5.9,1.6,18.7,2.9,10.9,2.2,55347,4039,71.9,3.4,5.0,2.2,4.7,1.6,13.9,2.6,4.5,1.3,39800,2835,77.4,3.7,4.5,1.7,2.0,1.3,9.4,2.8,6.8,2.0,38345,3374,85.7,3.1,2.1,1.6,2.7,1.4,6.3,2.0,3.2,1.7,8.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
0400000US72,72,Puerto Rico,1002763,16743,61.6,1.0,2.8,0.3,4.6,0.4,21.5,0.7,9.5,0.7,336173,12457,49.5,2.1,3.8,0.7,7.6,1.0,30.2,1.7,9.0,1.0,204848,9827,54.9,2.6,1.9,0.5,3.8,0.8,25.5,2.2,13.9,1.9,273362,11013,76.5,1.8,2.2,0.6,3.1,0.7,14.5,1.3,3.7,0.8,85723,6649,58.8,3.3,3.6,1.0,2.7,1.3,13.2,1.9,21.7,3.0,102657,7653,77.3,2.8,2.8,1.3,2.1,0.9,10.2,1.9,7.7,1.7,11.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X)
