GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37
0400000US41,41,Oregon,1603635,8695,(X),(X),1493949,9608,93.2,0.4,1324349,10938,82.6,0.5,99839,4016,6.2,0.3,1332619,10417,83.1,0.4,95656,6008,6.0,0.4,1008571,11028,62.9,0.6,12446,1438,0.8,0.1,35615,2854,2.2,0.2,623,373,0.0,0.1,109686,6168,6.8,0.4,1396956,10924,87.1,0.5,4740,937,0.3,0.1,1392216,10822,86.8,0.5,1220065,11604,76.1,0.6,155155,6734,9.7,0.4,1155733,11024,72.1,0.6,108277,4696,6.8,0.3,206679,8757,12.9,0.5,242718,7685,(X),(X),1186,443,0.5,0.2,158046,6660,65.1,1.9,83486,5496,34.4,1.9,726708,10865,(X),(X),2784,757,0.4,0.1,626137,10668,86.2,0.8,97787,5724,13.5,0.8,634209,10086,(X),(X),770,325,0.1,0.1,608033,9543,95.9,0.4,25406,2714,4.0,0.4
0400000US42,42,Pennsylvania,5008751,12653,(X),(X),4407408,13852,88.0,0.2,3788871,15808,75.6,0.3,365298,7931,7.3,0.2,3794969,15450,75.8,0.3,344965,9963,6.9,0.2,2975573,17480,59.4,0.3,65673,3643,1.3,0.1,97170,4565,1.9,0.1,1014,401,0.0,0.1,601343,10863,12.0,0.2,4106866,16300,82.0,0.3,26591,1685,0.5,0.1,4080275,16329,81.5,0.3,3466583,16276,69.2,0.3,454745,8425,9.1,0.2,3512268,16912,70.1,0.3,195826,7007,3.9,0.1,901885,13634,18.0,0.3,820761,12127,(X),(X),5293,881,0.6,0.1,444486,9445,54.2,0.9,370982,9271,45.2,0.9,2223012,16455,(X),(X),15069,1398,0.7,0.1,1772088,15813,79.7,0.3,435855,8151,19.6,0.3,1964978,14093,(X),(X),6229,940,0.3,0.1,1863701,13940,94.8,0.3,95048,5366,4.8,0.3
0400000US44,44,Rhode Island,408748,4427,(X),(X),366615,5647,89.7,0.8,317023,6432,77.6,1.2,23564,2103,5.8,0.5,325103,5730,79.5,1.0,24034,2902,5.9,0.7,263717,5624,64.5,1.1,5781,1260,1.4,0.3,10711,2102,2.6,0.5,194,207,0.0,0.1,42133,3310,10.3,0.8,350545,5843,85.8,0.9,988,418,0.2,0.1,349557,5820,85.5,0.9,311764,5634,76.3,1.0,41911,3684,10.3,0.9,301925,6206,73.9,1.1,11955,1479,2.9,0.4,58203,3658,14.2,0.9,67986,3586,(X),(X),40,71,0.1,0.1,43220,3602,63.6,3.3,24726,2213,36.4,3.2,164574,5054,(X),(X),857,389,0.5,0.2,137685,5256,83.7,1.5,26032,2499,15.8,1.5,176188,4794,(X),(X),91,107,0.1,0.1,168652,4659,95.7,0.9,7445,1708,4.2,0.9
0400000US45,45,South Carolina,1905100,10277,(X),(X),1691251,10679,88.8,0.3,1386707,12038,72.8,0.5,92140,4391,4.8,0.2,1533097,11404,80.5,0.4,192210,8015,10.1,0.4,1099662,12850,57.7,0.6,18916,2325,1.0,0.1,73844,4782,3.9,0.3,514,289,0.0,0.1,213849,6473,11.2,0.3,1513868,12399,79.5,0.4,4775,959,0.3,0.1,1509093,12221,79.2,0.4,1308462,12532,68.7,0.5,234305,9263,12.3,0.5,1204799,11644,63.2,0.5,133403,5733,7.0,0.3,391232,8194,20.5,0.4,353150,9075,(X),(X),1328,472,0.4,0.1,190527,7362,54.0,1.5,161295,6766,45.7,1.5,938819,12253,(X),(X),2692,747,0.3,0.1,745808,12762,79.4,0.7,190319,6233,20.3,0.7,613131,10505,(X),(X),755,405,0.1,0.1,572758,9584,93.4,0.6,39618,3975,6.5,0.6
0400000US46,46,South Dakota,344260,3147,(X),(X),304154,3750,88.4,0.7,261630,4306,76.0,1.0,25921,1903,7.5,0.6,258247,4322,75.0,0.9,21399,2373,6.2,0.7,205618,4233,59.7,1.1,4952,975,1.4,0.3,7222,1209,2.1,0.4,145,119,0.0,0.1,40106,2247,11.6,0.7,278592,4464,80.9,1.0,1285,450,0.4,0.1,277307,4490,80.6,1.0,229414,4860,66.6,1.2,33313,2368,9.7,0.7,232690,4547,67.6,1.1,18016,1916,5.2,0.6,65668,3387,19.1,1.0,52832,3158,(X),(X),270,168,0.5,0.3,28606,2597,54.1,3.3,23956,2057,45.3,3.2,166674,4107,(X),(X),847,409,0.5,0.2,132078,3873,79.2,1.5,33749,2764,20.2,1.5,124754,3471,(X),(X),168,123,0.1,0.1,116623,3414,93.5,1.0,7963,1285,6.4,1.0
0400000US47,47,Tennessee,2588655,10916,(X),(X),2262111,13482,87.4,0.3,1846776,16336,71.3,0.4,125914,4620,4.9,0.2,2040186,13466,78.8,0.4,256898,9388,9.9,0.4,1510259,16049,58.3,0.5,27486,2687,1.1,0.1,92194,5721,3.6,0.2,729,322,0.0,0.1,326544,7908,12.6,0.3,2060303,16458,79.6,0.5,6092,1163,0.2,0.1,2054211,16482,79.4,0.5,1774578,16805,68.6,0.5,342597,7647,13.2,0.3,1600338,15416,61.8,0.5,180261,6353,7.0,0.2,528352,11604,20.4,0.5,471172,8535,(X),(X),1611,656,0.3,0.1,257220,7263,54.6,1.3,212341,7261,45.1,1.3,1278754,15982,(X),(X),3594,753,0.3,0.1,1009750,15430,79.0,0.7,265410,9073,20.8,0.7,838729,11899,(X),(X),887,426,0.1,0.1,787241,10616,93.9,0.5,50601,4792,6.0,0.5
0400000US48,48,Texas,9623874,22217,(X),(X),8834240,26037,91.8,0.1,7226035,35496,75.1,0.3,347873,7997,3.6,0.1,8250920,24483,85.7,0.2,1065206,19819,11.1,0.2,5878596,34159,61.1,0.3,68073,3960,0.7,0.1,300639,11237,3.1,0.1,1921,707,0.0,0.1,789634,13891,8.2,0.1,8034771,31144,83.5,0.2,20362,2341,0.2,0.1,8014409,31019,83.3,0.2,7165564,33788,74.5,0.3,1375689,18672,14.3,0.2,6203509,31255,64.5,0.3,856887,14640,8.9,0.1,1589103,22285,16.5,0.2,1468485,19968,(X),(X),4972,1095,0.3,0.1,873615,15155,59.5,0.7,589898,13906,40.2,0.7,4358080,31251,(X),(X),11342,1601,0.3,0.1,3545827,31648,81.4,0.4,800911,15718,18.4,0.4,3797309,28221,(X),(X),4048,915,0.1,0.1,3594967,28765,94.7,0.2,198294,9137,5.2,0.2
0400000US49,49,Utah,975448,5045,(X),(X),931223,5820,95.5,0.3,853476,5741,87.5,0.5,32324,2588,3.3,0.3,866878,6134,88.9,0.4,44028,4133,4.5,0.4,710527,6952,72.8,0.7,5730,1118,0.6,0.1,28115,2301,2.9,0.2,131,154,0.0,0.1,44225,3209,4.5,0.3,859162,7108,88.1,0.5,2572,606,0.3,0.1,856590,7148,87.8,0.5,740776,7560,75.9,0.6,84659,4411,8.7,0.4,716843,7461,73.5,0.7,102593,4999,10.5,0.5,116286,5140,11.9,0.5,100963,4835,(X),(X),440,275,0.4,0.3,66488,3579,65.9,2.2,34035,2980,33.7,2.2,436029,6760,(X),(X),1724,506,0.4,0.1,372015,7011,85.3,1.0,62290,4292,14.3,0.9,438456,6986,(X),(X),408,253,0.1,0.1,418087,6584,95.4,0.5,19961,2321,4.6,0.5
0400000US50,50,Vermont,256629,3631,(X),(X),229673,4067,89.5,0.9,206477,4262,80.5,1.1,23940,2181,9.3,0.8,187164,3905,72.9,1.0,10662,1358,4.2,0.5,153919,3718,60.0,1.2,3491,783,1.4,0.3,4664,797,1.8,0.3,34,35,0.0,0.1,26956,2226,10.5,0.9,210329,4307,82.0,1.1,1351,375,0.5,0.1,208978,4284,81.4,1.1,155587,4035,60.6,1.4,16220,1435,6.3,0.6,182229,4160,71.0,1.2,13890,1290,5.4,0.5,46300,2856,18.0,1.1,39165,3075,(X),(X),139,92,0.4,0.2,23802,2286,60.8,3.7,15224,1961,38.9,3.7,121269,3652,(X),(X),854,317,0.7,0.3,96163,3634,79.3,1.7,24252,2194,20.0,1.7,96195,3158,(X),(X),358,192,0.4,0.2,89013,3169,92.5,1.2,6824,1186,7.1,1.2
0400000US51,51,Virginia,3120880,13665,(X),(X),2863813,14924,91.8,0.2,2506242,18583,80.3,0.4,152225,6433,4.9,0.2,2601869,15307,83.4,0.3,213504,8654,6.8,0.3,2039021,19984,65.3,0.5,25182,2040,0.8,0.1,97596,5030,3.1,0.2,474,285,0.0,0.1,257067,6447,8.2,0.2,2657479,18693,85.2,0.3,10140,1365,0.3,0.1,2647339,18767,84.8,0.3,2355165,19119,75.5,0.4,332458,8469,10.7,0.3,2180924,18673,69.9,0.4,183648,6313,5.9,0.2,463401,9798,14.8,0.3,392614,10280,(X),(X),1360,502,0.3,0.1,227070,7154,57.8,1.3,164184,7419,41.8,1.3,1228471,13424,(X),(X),5866,1092,0.5,0.1,989039,14300,80.5,0.6,233566,7057,19.0,0.6,1499795,14287,(X),(X),2914,742,0.2,0.1,1431230,14407,95.4,0.3,65651,4421,4.4,0.3
0400000US53,53,Washington,2840377,11168,(X),(X),2676025,13030,94.2,0.3,2401180,15484,84.5,0.4,144884,5623,5.1,0.2,2428543,14606,85.5,0.3,156332,6800,5.5,0.2,1904851,13784,67.1,0.4,22563,2632,0.8,0.1,80383,5545,2.8,0.2,297,228,0.0,0.1,164352,7560,5.8,0.3,2540240,13851,89.4,0.3,9728,1232,0.3,0.1,2530512,13907,89.1,0.3,2265226,15644,79.8,0.4,243488,7421,8.6,0.3,2185249,13536,76.9,0.4,164925,6138,5.8,0.2,300137,9094,10.6,0.3,344082,10713,(X),(X),1786,603,0.5,0.2,234036,8922,68.0,1.5,108260,6025,31.5,1.5,1152237,14978,(X),(X),5984,1035,0.5,0.1,995317,15086,86.4,0.6,150936,6837,13.1,0.6,1344058,14649,(X),(X),1958,500,0.1,0.1,1301159,14530,96.8,0.2,40941,3099,3.0,0.2
0400000US54,54,West Virginia,715308,7000,(X),(X),605273,8501,84.6,0.7,485517,9675,67.9,1.0,58117,3350,8.1,0.5,498696,8800,69.7,0.9,64835,4257,9.1,0.6,380878,7870,53.2,0.9,16003,2034,2.2,0.3,14223,1838,2.0,0.3,197,209,0.0,0.1,110035,5194,15.4,0.7,545880,8847,76.3,0.8,2018,561,0.3,0.1,543862,8807,76.0,0.8,423154,8955,59.2,1.0,70165,4728,9.8,0.6,445490,8188,62.3,0.9,42689,3062,6.0,0.4,169428,5946,23.7,0.8,167710,4951,(X),(X),628,292,0.4,0.2,92999,4570,55.5,2.0,74083,3917,44.2,2.0,355049,7262,(X),(X),817,370,0.2,0.1,271372,6889,76.4,1.1,82860,3992,23.3,1.0,192549,6011,(X),(X),573,350,0.3,0.2,179491,6285,93.2,0.9,12485,1541,6.5,0.8
0400000US55,55,Wisconsin,2350293,7563,(X),(X),2103377,9866,89.5,0.3,1822499,10936,77.5,0.4,158374,4802,6.7,0.2,1828616,10834,77.8,0.3,158260,5528,6.7,0.2,1421900,11452,60.5,0.4,28192,2332,1.2,0.1,55705,3141,2.4,0.1,823,265,0.0,0.1,246916,5863,10.5,0.3,1972831,9988,83.9,0.3,14013,1242,0.6,0.1,1958818,10108,83.3,0.3,1672920,11132,71.2,0.4,254695,6495,10.8,0.3,1591216,10448,67.7,0.4,169249,4242,7.2,0.2,377462,7432,16.1,0.3,332734,6897,(X),(X),2198,528,0.7,0.2,194652,6433,58.5,1.4,135884,5031,40.8,1.4,1112541,9829,(X),(X),9180,987,0.8,0.1,903509,9483,81.2,0.5,199852,6027,18.0,0.5,905018,9474,(X),(X),2635,451,0.3,0.1,860657,9337,95.1,0.3,41726,2831,4.6,0.3
0400000US56,56,Wyoming,225796,3968,(X),(X),207149,4697,91.7,1.0,180560,4438,80.0,1.3,14597,1974,6.5,0.9,181658,4507,80.5,1.3,14325,2134,6.3,0.9,140697,4655,62.3,1.6,3340,949,1.5,0.4,4318,1062,1.9,0.5,0,201,0.0,0.1,18647,2260,8.3,1.0,189601,4617,84.0,1.1,663,262,0.3,0.1,188938,4626,83.7,1.1,149846,5048,66.4,1.6,20710,2264,9.2,1.0,151099,4715,66.9,1.5,21936,1926,9.7,0.9,36195,2455,16.0,1.1,32477,2972,(X),(X),46,83,0.1,0.3,19583,2549,60.3,4.9,12848,1820,39.6,4.9,104216,4253,(X),(X),550,262,0.5,0.3,85068,4155,81.6,1.9,18598,2061,17.8,1.9,89103,3803,(X),(X),67,124,0.1,0.1,84287,3793,94.6,1.2,4749,1102,5.3,1.2
0400000US72,72,Puerto Rico,1191305,10722,(X),(X),823890,11629,69.2,0.7,525045,11334,44.1,0.9,53512,3451,4.5,0.3,734960,11107,61.7,0.7,220347,8425,18.5,0.7,367405,8938,30.8,0.7,17735,2273,1.5,0.2,17852,2763,1.5,0.2,205,206,0.0,0.1,367415,8409,30.8,0.7,738321,12047,62.0,0.8,12526,1893,1.1,0.2,725795,12003,60.9,0.8,636436,10808,53.4,0.7,256860,8741,21.6,0.7,425510,10478,35.7,0.8,49261,3221,4.1,0.3,452984,9672,38.0,0.8,611368,10579,(X),(X),4918,1384,0.8,0.2,280505,9149,45.9,1.1,325945,7845,53.3,1.1,488216,10527,(X),(X),5870,1282,1.2,0.3,362969,10625,74.3,1.1,119377,5331,24.5,1.1,91721,4789,(X),(X),1738,763,1.9,0.8,82321,5119,89.8,2.2,7662,1711,8.4,1.9
